time, p0, p1, p2, p3
903787420, [354. 217.], [354. 180.], [376. 180.], [376. 217.]
986772166, [365.4017  180.41805], [386.59024 178.4918 ], [389.8771  214.64754], [368.68857 216.57378]
1065761759, [383.23077 178.15384], [392.46155 176.30768], [399.8462  213.23077], [390.61542 215.07693]
1160969222, [375.52 177.64], [398.75998 174.31999], [404.37997 213.65999], [381.13998 216.98   ]
1260354240, [383.2308  178.15384], [397.6539  175.26923], [405.26926 213.34616], [390.84616 216.23077]
1360198637, [386.27997 175.96   ], [398.74    174.18001], [404.41998 213.94002], [391.95996 215.72002]
1460951499, [379.76556 177.18625], [400.78625 175.43451], [403.98627 213.8345 ], [382.96558 215.58624]
1561038689, [387.16928 178.35388], [396.27695 177.21542], [400.83078 213.64618], [391.7231  214.78464]
1662184723, [377.81082 178.86487], [386.40543 177.43243], [392.59464 214.56757], [384.00003 216.     ]
1760145782, [365.46155 181.30771], [373.9231  179.61539], [381.03845 215.19229], [372.5769  216.88461]
1860301680, [353.96222 181.64691], [362.75415 180.70493], [366.60156 216.61414], [357.80963 217.55612]
1960881734, [315. 181.], [323. 181.], [323. 217.], [315. 217.]
2061181291, [305. 216.], [305. 179.], [313. 179.], [313. 216.]
2161835870, [299. 178.], [307. 178.], [307. 217.], [299. 217.]
2259703555, [297. 178.], [313. 178.], [313. 216.], [297. 216.]
2459937165, [297. 177.], [315. 177.], [315. 217.], [297. 217.]
2560700825, [299. 179.], [308. 179.], [308. 217.], [299. 217.]
2661341422, [307. 180.], [315. 180.], [315. 217.], [307. 217.]
2759482883, [317. 182.], [325. 182.], [325. 217.], [317. 217.]
2859899040, [356.12 182.84], [364.8 181.6], [369.77997 216.45999], [361.09998 217.69998]
2960349680, [369.69235 180.53848], [378.3077  179.46155], [382.8154  215.52307], [374.20004 216.6    ]
3060486432, [380.30774 179.46152], [389.29236 178.33844], [393.8308  214.64615], [384.8462  215.76923]
3162230062, [385.76923 177.84616], [394.61536 176.07693], [402.0769  213.38461], [393.23077 215.15384]
3259688575, [379.55994 176.92   ], [399.01996 174.14   ], [404.63995 213.48   ], [385.17993 216.26   ]
3359803586, [386.62167 175.72974], [397.00003 174.     ], [401.43246 200.5946 ], [391.0541  202.32434]
3460842024, [381.69232 177.46153], [397.46155 174.3077 ], [405.23077 213.15385], [389.46155 216.3077 ]
3560959682, [373.66    178.62001], [398.02 175.14], [403.49997 213.49998], [379.13998 216.98   ]
3661555889, [382.      179.00002], [390.65387 177.26924], [397.88464 213.42308], [389.23077 215.15385]
3760116600, [374.6097  179.48781], [383.49997 178.50002], [387.51218 214.60979], [378.62192 215.59758]
3859987559, [365. 216.], [365. 180.], [374. 180.], [374. 216.]
3960391939, [351. 181.], [360. 181.], [360. 217.], [351. 217.]
4060900771, [311. 217.], [311. 180.], [319. 180.], [319. 217.]
4162191856, [300.69232 216.46153], [305.4308  178.55385], [313.67694 179.58461], [308.93848 217.4923 ]
4259821233, [298. 178.], [319. 178.], [319. 217.], [298. 217.]
4360046271, [296.55386 215.56924], [301.16922 178.64618], [313.6     180.20001], [308.98465 217.12308]
4460818546, [296.4878  215.60977], [300.59753 178.62195], [313.43903 180.04877], [309.32928 217.03659]
4560652448, [296.70734 215.63416], [300.93903 177.5488 ], [322.45123 179.93906], [318.21954 218.02441]
4661960293, [302. 179.], [311. 179.], [311. 217.], [302. 217.]
4759970324, [309.939  216.5488], [314.03653 179.67075], [322.37802 180.59756], [318.2805  217.47562]
4859977552, [351. 181.], [360. 181.], [360. 217.], [351. 217.]
4960745586, [361.4     181.79999], [369.93997 180.57999], [374.93997 215.57999], [366.4     216.79999]
5060758500, [373.82    179.73999], [382.64    178.47998], [387.78003 214.45999], [378.96002 215.72   ]
5162376904, [383.55396 178.43076], [392.1693  177.35382], [396.70776 213.66153], [388.0924  214.73846]
5259916166, [374.15387 179.23079], [398.15387 176.23079], [402.8308  213.64616], [378.8308  216.64616]
5359754589, [384.0792  177.79208], [400.0198  176.19803], [403.7723  213.72278], [387.8317  215.31683]
5460291814, [381.8145  181.28053], [391.5702  177.79637], [403.78735 212.0045 ], [394.03168 215.48866]
5560837058, [380.28046 177.52441], [399.70728 175.36588], [403.96338 213.67075], [384.53656 215.82928]
5661954542, [387.3447  177.43005], [396.4539  176.35837], [400.843   213.66553], [391.7338  214.73721]
5759488674, [378.      179.99998], [387.61536 178.07692], [394.80768 214.03847], [385.19232 215.96153]
5860115016, [372. 180.], [381. 180.], [381. 216.], [372. 216.]
5962320956, [359. 181.], [368. 181.], [368. 217.], [359. 217.]
6061530341, [345. 219.], [345. 181.], [353. 181.], [353. 219.]
6163459672, [307. 180.], [315. 180.], [315. 217.], [307. 217.]
6259684929, [300. 179.], [308. 179.], [308. 216.], [300. 216.]
6359663511, [298. 178.], [315. 178.], [315. 217.], [298. 217.]
6562864763, [298. 178.], [314. 178.], [314. 218.], [298. 218.]
6663270797, [300. 178.], [308. 178.], [308. 217.], [300. 217.]
6760852230, [329. 217.], [329. 200.], [337. 200.], [337. 217.]
6859750652, [316. 181.], [324. 181.], [324. 217.], [316. 217.]
6959825647, [358. 217.], [358. 181.], [366. 181.], [366. 217.]
7060518644, [369.48062 180.13258], [378.56076 179.65468], [380.46408 215.81767], [371.38394 216.29558]
7161999783, [376.42307 180.11539], [385.2692  178.34616], [392.46152 214.30771], [383.6154  216.07693]
7259217084, [385.52    176.63997], [394.61996 175.33998], [400.21994 214.54   ], [391.11996 215.83998]
7359561283, [377.6     177.20001], [397.9     174.30002], [403.52    213.64001], [383.22    216.54001]
7460902394, [385.93848 175.50769], [398.1231  173.98462], [403.15387 214.23077], [390.96924 215.75385]
7561208183, [384.0154  176.12306], [398.41544 174.32307], [403.40005 214.2    ], [389.00003 215.99998]
7664730189, [375.64633 178.81708], [398.8049 176.2439], [402.9634  213.67075], [379.80484 216.24393]
7760329390, [384.6951  178.25612], [393.80484 177.24391], [397.9512  214.56099], [388.84146 215.5732 ]
7860915604, [373.05157 180.44759], [381.6772  178.65059], [389.1148  214.35109], [380.4892  216.14809]
7960255888, [362.50082 181.87988], [371.27615 180.47583], [376.88614 215.53824], [368.1108  216.94229]
8061152288, [349.47696 181.81541], [358.21542 180.7231 ], [362.8154  217.52309], [354.07693 218.6154 ]
8164922811, [311.48615 216.76242], [313.43365 179.75967], [321.7265  180.19614], [319.779   217.19888]
8261107440, [304. 179.], [312. 179.], [312. 216.], [304. 216.]
8361794828, [298.2338  216.79076], [300.40305 177.74461], [321.8923  178.93846], [319.72305 217.9846 ]
8460823113, [296.71948 216.52438], [298.9146  196.76828], [312.52435 198.28049], [310.32922 218.03659]
8562065387, [292.19516 205.24391], [300.73172 198.41466], [310.68295 210.85368], [302.1464  217.68294]
8686898397, [296.423   215.51347], [302.11496 177.56725], [322.55508 180.63326], [316.86313 218.57948]
8765115470, [322. 218.], [322. 181.], [329. 181.], [329. 218.]
8861776350, [310. 199.], [318. 199.], [318. 217.], [310. 217.]
8960625421, [349. 182.], [357. 182.], [357. 217.], [349. 217.]
9061718909, [363. 181.], [371. 181.], [371. 217.], [363. 217.]
9163538961, [372.4308  180.44617], [380.8     179.40002], [385.32306 215.58463], [376.95386 216.63077]
9260919572, [379.8462  179.23077], [388.69232 177.46155], [396.03845 214.19232], [387.19232 215.96155]
9361802271, [372.0462  178.36925], [396.66156 175.29231], [401.44617 213.56923], [376.8308  216.64616]
9461221563, [381.08    177.56001], [398.02 175.14], [403.52 213.64], [386.58    216.06001]
9662606251, [379.81998 177.74   ], [398.02 175.14], [403.52 213.64], [385.31998 216.24   ]
9760662496, [386.65994 176.62   ], [396.03995 175.28   ], [401.51993 213.63998], [392.13992 214.97998]
9860836577, [379.81995 178.74   ], [389.05994 177.42   ], [394.35992 214.52   ], [385.11993 215.84001]
9961297323, [372.5561 180.1222], [381.63342 179.66833], [383.4414  215.82794], [374.36407 216.2818 ]
10061916950, [361. 181.], [370. 181.], [370. 217.], [361. 217.]
10163214638, [346.90347 181.10321], [355.26083 180.82465], [356.49503 217.85019], [348.13766 218.12875]
10259809925, [307.58466 217.32309], [312.29236 179.66156], [320.66156 180.7077 ], [315.95386 218.36923]
10361506990, [302. 179.], [310. 179.], [310. 217.], [302. 217.]
10460747533, [296.58466 216.32309], [301.44617 177.43079], [320.76923 179.84616], [315.9077  218.73846]
10662734353, [296.81708 215.64635], [301.06097 177.45122], [317.19513 179.24391], [312.95123 217.43904]
10760821158, [300. 179.], [323. 179.], [323. 218.], [300. 218.]
10860938755, [305. 217.], [305. 179.], [314. 179.], [314. 217.]
10960379977, [315. 181.], [323. 181.], [323. 218.], [315. 218.]
11060880247, [355. 217.], [355. 181.], [364. 181.], [364. 217.]
11165549219, [368. 216.], [368. 180.], [377. 180.], [377. 216.]
11262424136, [375.81995 179.73996], [384.91992 178.43997], [390.05994 214.41998], [380.95996 215.71997]
11362171786, [383.91998 178.44002], [393.15997 177.12001], [398.47998 214.36   ], [389.24    215.68001]
11462583255, [375.13513 178.81082], [396.54053 175.24326], [402.8919  213.35135], [381.4865  216.91891]
11578952951, [383.57996 176.06001], [397.01996 174.14   ], [402.75995 214.31999], [389.31995 216.24   ]
11671621330, [383.1892  177.13513], [396.4865  174.91891], [402.8919  213.35135], [389.5946  215.56757]
11759976960, [376.00006 177.00002], [397.5385 174.3077], [402.44623 213.56923], [380.90778 216.26155]
11859884694, [384.05994 178.42001], [393.29993 177.1    ], [398.63995 214.48001], [389.39996 215.80002]
11960738301, [375.48654 179.91893], [384.4055  178.43245], [390.37845 214.27028], [381.4595  215.75676]
12060720226, [367.71228 180.09532], [376.15594 179.74352], [377.66376 215.93068], [369.2201  216.28249]
12162468001, [355. 217.], [355. 181.], [364. 181.], [364. 217.]
12259696904, [315. 217.], [315. 181.], [323. 181.], [323. 217.]
12359469243, [327. 218.], [327. 181.], [335. 181.], [335. 218.]
12460658817, [300. 179.], [323. 179.], [323. 217.], [300. 217.]
12562798153, [299. 217.], [299. 178.], [314. 178.], [314. 217.]
12662451854, [300. 208.], [302. 208.], [302. 209.], [300. 209.]
12762647904, [297.94266 216.63115], [301.49185 177.59016], [320.69675 179.33607], [317.14755 218.37706]
12859846102, [302. 179.], [310. 179.], [310. 216.], [302. 216.]
12960193161, [331.70377 182.1868 ], [339.4717  181.84906], [341.08682 218.99622], [333.31888 219.33395]
13060723269, [346.78082 182.08218], [354.2151  181.80685], [355.55072 217.8685 ], [348.11646 218.14383]
13162137692, [361. 217.], [361. 181.], [369. 181.], [369. 217.]
13259741009, [369.65997 180.62   ], [378.19995 179.4    ], [383.35992 215.51999], [374.81995 216.73999]
13359982563, [379.63998 179.48   ], [388.31998 178.24   ], [393.52 214.64], [384.84    215.87999]
13460481189, [386.86578 177.22467], [396.07947 176.25482], [400.03015 213.78632], [390.81647 214.75616]
13560612292, [380.18356 176.24384], [398.19455 174.34793], [402.3425  213.75342], [384.3315  215.64932]
13759790597, [380.52 176.64], [397.17996 174.26   ], [402.79996 213.59999], [386.13998 215.98   ]
13859700705, [387.18463 176.47693], [396.2923  175.33847], [401.18463 214.47693], [392.07697 215.61539]
13960563168, [380.81998 178.73999], [389.78    177.45999], [395.08 214.56], [386.11996 215.84   ]
14060602174, [373.53314 180.12982], [382.61328 179.65192], [384.51935 215.8674 ], [375.4392 216.3453]
14162647008, [363. 181.], [371. 181.], [371. 217.], [363. 217.]
14260103836, [349. 218.], [349. 181.], [358. 181.], [358. 218.]
14359633792, [311. 198.], [319. 198.], [319. 217.], [311. 217.]
14460188275, [322. 181.], [330. 181.], [330. 217.], [322. 217.]
14562988396, [298.25296 216.71178], [301.26474 177.55882], [321.30002 179.09999], [318.28824 218.25294]
14662428699, [300. 179.], [311. 179.], [311. 216.], [300. 216.]
14760613405, [300. 178.], [313. 178.], [313. 217.], [300. 217.]
14861230781, [298.6769  216.58463], [303.53842 177.69232], [325.19998 180.40002], [320.33847 219.29233]
14961964460, [305. 217.], [305. 179.], [313. 179.], [313. 217.]
15062002634, [314. 218.], [314. 180.], [322. 180.], [322. 218.]
15163831160, [353. 182.], [361. 182.], [361. 217.], [353. 217.]
15260980711, [366. 216.], [366. 180.], [375. 180.], [375. 216.]
15360750980, [374.32312 179.58461], [383.18463 178.47691], [387.81543 215.52306], [378.95392 216.63075]
15461862295, [383.47546 178.22949], [392.67218 177.39343], [396.0656  214.72131], [386.8689  215.55737]
15561837355, [374.1385 178.1077], [396.5385  175.30771], [401.32312 213.58463], [378.9231  216.38461]
15662440879, [383.4181  177.59836], [398.5656  176.22131], [402.0492  214.54099], [386.90167 215.91803]
15760959349, [384.11996 176.83998], [395.87997 175.15999], [401.49997 214.49998], [389.73996 216.17998]
15860995653, [376.85995 179.01999], [397.15994 176.12   ], [402.49997 213.5    ], [382.19998 216.4    ]
15961898029, [383.00003 178.     ], [392.42313 176.11539], [400.00003 214.     ], [390.57693 215.88461]
16062218463, [377.30777 179.46155], [386.6616  178.29233], [391.18466 214.47693], [381.83084 215.64615]
16163385672, [370. 180.], [379. 180.], [379. 216.], [370. 216.]
16260726737, [357. 181.], [366. 181.], [366. 217.], [357. 217.]
16360957499, [315.82925 217.53659], [320.02438 179.78049], [328.47562 180.71951], [324.2805  218.47562]
16538898963, [329. 218.], [329. 181.], [338. 181.], [338. 218.]
16621165131, [301. 179.], [310. 179.], [310. 217.], [301. 217.]
16685088571, [297.6923  216.46153], [302.56924 177.44615], [318.8154  179.47691], [313.93845 218.4923 ]
16859693809, [297.51996 216.36   ], [303.07996 177.43999], [320.3     179.89998], [314.74    218.81999]
16960252462, [300.4462  216.43079], [305.18466 178.5231 ], [313.67697 179.58463], [308.9385  217.49231]
17060484040, [306.69235 216.46155], [311.3077  179.53848], [319.6769  180.58463], [315.06155 217.50769]
17162032460, [318. 181.], [327. 181.], [327. 218.], [318. 218.]
17259774718, [358. 181.], [367. 181.], [367. 217.], [358. 217.]
17359739466, [369.6085  180.16959], [378.68582 179.71573], [380.4913  215.82547], [371.41397 216.27933]
17460529005, [379.36545 179.11676], [388.46188 178.46701], [391.06088 214.85278], [381.96445 215.50253]
17561053491, [384.13513 177.81079], [393.37836 176.27026], [399.7027  214.21622], [390.45947 215.75674]
17661585273, [377.69995 178.9    ], [397.15997 176.12   ], [402.5 213.5], [383.03998 216.28   ]
17760165491, [385.18463 176.47693], [396.1385 175.1077], [400.93848 213.50769], [389.98462 214.87692]
17860442257, [381.6308  178.04616], [397.6308  176.04616], [402.32312 213.58461], [386.32312 215.58461]
17960783991, [374.2995 177.1929], [397.39594 175.54315], [400.13196 213.84772], [377.03552 215.49747]
18067462285, [380.94595 178.67569], [389.54056 177.24326], [395.72977 214.37839], [387.13516 215.81082]
18163093562, [373.59753 179.37805], [382.4878  178.39026], [386.62195 215.59756], [377.7317  216.58536]
18260236822, [363.71405 180.13692], [372.11615 179.78682], [373.6222  215.93239], [365.2201  216.28249]
18359880162, [351. 181.], [360. 181.], [360. 217.], [351. 217.]
18460977111, [313. 181.], [321. 181.], [321. 217.], [313. 217.]
18560959787, [305. 216.], [305. 179.], [313. 179.], [313. 216.]
18661653804, [300. 178.], [321. 178.], [321. 217.], [300. 217.]
18760645863, [300. 179.], [313. 179.], [313. 217.], [300. 217.]
18859830083, [298.65997 216.38   ], [304.18    177.73999], [316.64    179.51999], [311.12 218.16]
18960329013, [300. 178.], [320. 178.], [320. 217.], [300. 217.]
19061064385, [324. 181.], [332. 181.], [332. 218.], [324. 218.]
19162211042, [313. 217.], [313. 180.], [320. 180.], [320. 217.]
19262170515, [351. 217.], [351. 181.], [359. 181.], [359. 217.]
19361108702, [410.40005 181.20001], [422.20004 157.6    ], [435.00003 164.     ], [423.20004 187.6    ]
19462154613, [408.53845 178.69226], [423.1538 156.7692], [434.92303 164.61536], [420.30768 186.53842]
19562552205, [381.04623 178.36923], [390.1539  177.23077], [394.81546 214.52307], [385.7078  215.66153]
19663179293, [373.19998 176.4    ], [396.6207  174.44827], [399.97934 214.75174], [376.55862 216.70346]
19759926289, [381.45126 176.06097], [396.92685 174.34146], [401.40244 214.62195], [385.92685 216.34146]
19860051457, [389.00006 348.00003], [390.50006 346.50003], [392.50006 348.50003], [391.00006 350.00003]
19960393491, [377.71997 178.03998], [395.77997 175.45999], [401.3 214.1], [383.24 216.68]
20061088528, [370.57693 180.11539], [378.98642 179.71494], [380.70816 215.87106], [372.29868 216.27151]
20162812297, [379.37054 179.18782], [388.46698 178.53807], [391.1269  215.77666], [382.03046 216.4264 ]
20260572024, [370.34155 180.1477 ], [378.81537 179.67694], [380.82153 215.78772], [372.34772 216.25848]
20360164013, [359. 181.], [368. 181.], [368. 217.], [359. 217.]
20460910925, [345.6454  181.13419], [353.11346 180.83545], [354.63263 218.8147 ], [347.16455 219.11343]
20561194142, [310. 180.], [318. 180.], [318. 218.], [310. 218.]
20661759468, [303. 179.], [311. 179.], [311. 217.], [303. 217.]
20760102065, [298.76764 216.44792], [303.85315 177.45909], [321.6803  179.78438], [316.5948  218.77321]
20960926458, [298.76764 216.44795], [303.85315 177.45909], [319.5855  179.51112], [314.5     218.49998]
21061416448, [302. 179.], [311. 179.], [311. 216.], [302. 216.]
21163000321, [329. 181.], [338. 181.], [338. 218.], [329. 218.]
21260166420, [317. 181.], [325. 181.], [325. 217.], [317. 217.]
21360136712, [356. 217.], [356. 181.], [365. 181.], [365. 217.]
21460983057, [367.70187 180.1434 ], [376.7717  179.74905], [378.3434 215.8981], [369.2736  216.29245]
21561063226, [377.53314 179.12984], [386.87567 178.63814], [388.7845  214.90608], [379.44196 215.39778]
21661915665, [383.06    178.41998], [392.15997 177.12   ], [397.47998 214.35999], [388.38    215.65997]
21760248818, [374.4324 179.5946], [395.51346 176.08109], [401.7297  213.37839], [380.64865 216.8919 ]
21859967612, [382.95993 177.72002], [394.85995 176.02   ], [400.35995 214.52   ], [388.45993 216.22002]
21961105143, [381.83997 177.88   ], [396.12 175.84], [401.59998 214.19998], [387.31995 216.23999]
22063866145, [374.2462  178.96925], [395.78464 176.27693], [400.56924 214.55385], [379.0308  217.24617]
22163187917, [381.2973  178.78377], [390.54053 177.24324], [396.72974 214.37837], [387.4865 215.9189]
22261482532, [375.73227 179.18153], [384.75998 178.68001], [386.7723  214.90154], [377.7446  215.40306]
22360852047, [366. 180.], [375. 180.], [375. 217.], [366. 217.]
22461531162, [354. 181.], [362. 181.], [362. 218.], [354. 218.]
22561811752, [315. 217.], [315. 180.], [323. 180.], [323. 217.]
22662791015, [306. 217.], [306. 179.], [315. 179.], [315. 217.]
22760988624, [302. 178.], [323. 178.], [323. 217.], [302. 217.]
22860892728, [301. 179.], [315. 179.], [315. 217.], [301. 217.]
22961605901, [302. 216.], [302. 199.], [313. 199.], [313. 216.]
23061719315, [301. 178.], [320. 178.], [320. 217.], [301. 217.]
23163502203, [304. 216.], [304. 179.], [313. 179.], [313. 216.]
23261670923, [312. 180.], [320. 180.], [320. 218.], [312. 218.]
23360101493, [348. 182.], [357. 182.], [357. 217.], [348. 217.]
23460707549, [361. 181.], [370. 181.], [370. 217.], [361. 217.]
23561096611, [371.7431  180.11877], [380.87567 179.63812], [382.78174 215.85358], [373.64917 216.33423]
23661781820, [360.5769  181.11539], [368.9864  180.71494], [370.70813 216.87106], [362.29865 217.27151]
23760913471, [368.8919  179.35136], [393.21625 175.29732], [399.5946  213.56758], [375.27026 217.62163]
23860970400, [379.29233 178.33847], [396.64615 176.16925], [401.33847 213.7077 ], [383.98465 215.87692]
24061860531, [378.65997 178.62   ], [396.15997 176.12   ], [401.51996 213.63998], [384.01996 216.13998]
24163540489, [386.3415  176.14767], [396.4215  175.58768], [398.59998 214.79999], [388.51996 215.35999]
24261230292, [380.17645 178.29414], [389.27643 177.59413], [392.1411  214.83531], [383.04114 215.53532]
24361445715, [348. 181.], [356. 181.], [356. 218.], [348. 218.]
24464065120, [358.6436  181.43567], [367.25748 180.57428], [370.86142 216.61389], [362.24753 217.47528]
24561951713, [348. 218.], [348. 181.], [356. 181.], [356. 218.]
24662581551, [311. 218.], [311. 180.], [319. 180.], [319. 218.]
24761401535, [303.0366  215.67073], [307.15854 178.57317], [315.60977 179.51219], [311.48782 216.60976]
24861174930, [301. 178.], [319. 178.], [319. 218.], [301. 218.]
24961725614, [413. 189.], [413. 160.], [435. 160.], [435. 189.]
25062293430, [411.8461  183.23076], [429.99997 155.99998], [446.15384 166.76921], [427.99997 193.99998]
25163531288, [302. 178.], [324. 178.], [324. 217.], [302. 217.]
25260864941, [327. 218.], [327. 181.], [335. 181.], [335. 218.]
25360990675, [316. 217.], [316. 180.], [324. 180.], [324. 217.]
25461535175, [354. 181.], [362. 181.], [362. 218.], [354. 218.]
25561936296, [366. 216.], [366. 180.], [375. 180.], [375. 216.]
25662710440, [374.32312 179.58461], [383.18463 178.47691], [387.81543 215.52306], [378.95392 216.63075]
25760935130, [382.5014 178.263 ], [391.7151  177.29315], [395.64386 214.61646], [386.43018 215.5863 ]
25860783402, [373.6     178.19998], [395.02    175.13998], [400.61996 214.34   ], [379.19998 217.4    ]
25961504802, [381.43997 176.08   ], [394.87997 174.15999], [400.63998 214.48   ], [387.19998 216.40001]
26061817863, [380.0588  176.76472], [392.65878 173.96474], [401.5529  213.98827], [388.9529  216.78825]
26164986269, [374.98462 176.8769 ], [395.4154  174.32307], [400.44617 214.56923], [380.01538 217.12306]
26262120596, [381.03848 178.19229], [389.8846  176.42307], [397.42307 214.11539], [388.57693 215.88461]
26362326410, [376.70587 179.17648], [385.34705 178.51178], [388.14117 214.8353 ], [379.5 215.5]
26462963214, [368. 180.], [377. 180.], [377. 216.], [368. 216.]
26563370615, [356. 181.], [364. 181.], [364. 217.], [356. 217.]
26663838001, [315.84543 216.62146], [320.2792  179.67352], [328.55997 180.6672 ], [324.1262  217.61514]
26760960587, [308. 180.], [316. 180.], [316. 218.], [308. 218.]
26861202440, [302.0966 215.8414], [305.20004 178.6    ], [327.79312 180.48276], [324.68967 217.72415]
26962233824, [299.81543 216.47693], [304.67694 177.58463], [319.81543 179.47693], [314.95392 218.36923]
27163778267, [301. 179.], [319. 179.], [319. 217.], [301. 217.]
27281617178, [304. 179.], [312. 179.], [312. 216.], [304. 216.]
27360484835, [331.89932 181.18217], [339.67514 180.90446], [341.0344  218.96306], [333.25858 219.24077]
27460721875, [347. 181.], [355. 181.], [355. 219.], [347. 219.]
27560752458, [359. 181.], [368. 181.], [368. 217.], [359. 217.]
27661613907, [371. 180.], [380. 180.], [380. 216.], [371. 216.]
27760022259, [377.08    179.55997], [386.31998 178.23996], [391.49997 214.49997], [382.25998 215.81998]
27860145663, [383.79996 177.6    ], [393.03995 176.28   ], [398.49997 214.5    ], [389.25998 215.82   ]
27960720390, [376.82    177.73997], [395.02002 175.13997], [400.62    214.33998], [382.41998 216.93999]
28061242245, [388. 188.], [388. 188.], [388. 183.], [388. 183.]
28162526222, [378.78    177.45998], [395.02    175.13997], [400.61996 214.33998], [384.37997 216.65999]
28260097024, [372.0045  178.06639], [396.23013 176.45134], [398.78323 214.74779], [374.5576  216.36284]
28360384180, [380.7011  178.26392], [390.20032 177.50397], [393.18604 214.8251 ], [383.68683 215.58505]
28463364688, [372.68866 179.1505 ], [381.9876  178.72783], [383.6742 215.833 ], [374.37524 216.25566]
28561957720, [363. 181.], [371. 181.], [371. 217.], [363. 217.]
28671901365, [350. 181.], [359. 181.], [359. 217.], [350. 217.]
28785170809, [311.95123 217.43903], [316.14636 179.68292], [324.37805 180.59756], [320.18292 218.35367]
28863907552, [324. 181.], [332. 181.], [332. 218.], [324. 218.]
28961695460, [300.58362 215.85873], [305.5799 177.5539], [324.90332 180.07434], [319.90704 218.37918]
29062224058, [302. 179.], [314. 179.], [314. 217.], [302. 217.]
29163493017, [302. 179.], [315. 179.], [315. 217.], [302. 217.]
29261518923, [302. 179.], [323. 179.], [323. 217.], [302. 217.]
29360798129, [326. 181.], [334. 181.], [334. 218.], [326. 218.]
29461576761, [315. 181.], [323. 181.], [323. 217.], [315. 217.]
29562104563, [352. 181.], [360. 181.], [360. 218.], [352. 218.]
29662774300, [364. 216.], [364. 180.], [373. 180.], [373. 216.]
29761337276, [527.0197  145.19801], [542.0693  143.69307], [548.9505  212.50496], [533.90094 214.0099 ]
29861511778, [507.82477 126.1443 ], [533.4897  116.27318], [569.1082  208.88142], [543.4433  218.75255]
29962235722, [522.6627    60.091873], [554.406     57.911026], [564.9783 211.7954], [533.235   213.97624]
30062482897, [519.51654   33.337112], [549.30206   30.454636], [564.2371 184.7835], [534.4516  187.66597]
30163991669, [524.2002    27.208454], [555.82776   26.762989], [557.2113   124.997025], [525.58374 125.44249]
30262102767, [521.8122   51.37056], [552.79694   49.157364], [563.54816 199.67514], [532.5634  201.88834]
30362079388, [515.3625  211.55406], [528.21783   28.072586], [573.68256  31.25801], [560.8272  214.73949]
30462575171, [571.2616  133.08298], [604.56384   48.162292], [645.2313   64.11032], [611.9291 149.031 ]
30562300795, [559.4921    42.667416], [637.8764   35.20225], [649.54376 157.71011], [571.1595  165.17528]
30662973052, [556.  29.], [639.  29.], [639. 150.], [556. 150.]
30761656278, [567.8564  140.66104], [571.46796   48.567368], [620.88214   50.505173], [617.27057 142.59885]
30861438424, [583.9633    60.211006], [611.8532    51.844032], [635.7707  131.56879], [607.8808  139.93576]
30961888427, [607.  37.], [639.  37.], [639. 134.], [607. 134.]
31062398119, [612.  27.], [639.  27.], [639. 134.], [612. 134.]
31163567705, [628.  45.], [639.  45.], [639. 103.], [628. 103.]
31260367223, [300.939   216.54878], [305.26828 177.58537], [321.51218 179.39024], [317.1829  218.35365]
31360981274, [303.34958 216.75664], [305.89383 178.59294], [329.25668 180.15047], [326.71243 218.31416]
31461587399, [331. 182.], [339. 182.], [339. 218.], [331. 218.]
31561969343, [319. 218.], [319. 181.], [327. 181.], [327. 218.]
31662435015, [357. 181.], [365. 181.], [365. 217.], [357. 217.]
31760944417, [367.69998 180.1    ], [376.11887 179.73398], [377.69247 215.92642], [369.2736  216.29245]
31860923318, [375.84158 179.41586], [384.95047 178.50497], [388.57425 214.74261], [379.46536 215.6535 ]
32015915861, [381.79996 177.60002], [391.03995 176.28001], [396.49997 214.50002], [387.25998 215.82002]
32083769581, [374.69995 177.9    ], [394.01996 175.13998], [399.63995 214.47998], [380.31995 217.23999]
32165519368, [381.67996 176.76   ], [393.02 175.14], [398.63998 214.48   ], [387.29996 216.09999]
32264031809, [379.57996 177.06   ], [393.99994 175.     ], [399.63995 214.48001], [385.21997 216.54001]
32361659694, [372.6069  178.28278], [394.78622 176.43451], [397.97934 214.75177], [375.80002 216.60004]
32461709342, [381.10342 178.2414 ], [390.20688 177.48276], [393.31723 214.80688], [384.21378 215.56552]
32561896294, [373.7323  179.18152], [382.76 178.68], [384.8277  215.89847], [375.8 216.4]
32662550590, [364. 181.], [373. 181.], [373. 217.], [364. 217.]
32761012713, [352. 181.], [361. 181.], [361. 217.], [352. 217.]
32862366553, [316. 181.], [324. 181.], [324. 218.], [316. 218.]
32964824128, [308. 218.], [308. 179.], [316. 179.], [316. 218.]
33065771443, [304. 179.], [324. 179.], [324. 218.], [304. 218.]
33166126796, [303. 179.], [316. 179.], [316. 217.], [303. 217.]
33263805594, [304. 216.], [304. 180.], [315. 180.], [315. 216.]
33361076922, [301.58215 216.39755], [306.87628 177.57404], [326.37732 180.23328], [321.0832 219.0568]
33461861524, [307. 180.], [315. 180.], [315. 218.], [307. 218.]
33561486573, [314. 181.], [323. 181.], [323. 218.], [314. 218.]
33661553186, [349. 181.], [358. 181.], [358. 217.], [349. 217.]
33760116335, [360.89178 181.07808], [369.25067 180.76848], [370.58905 216.9041 ], [362.23016 217.2137 ]
33860255990, [369.44617 180.56924], [378.55383 179.43079], [383.06152 215.49234], [373.95386 216.6308 ]
