time, p0, p1, p2, p3
43532209000, [-2.2013028e-14  0.0000000e+00], [959.   0.], [959. 719.], [  0. 719.]
43635858000, [  0.     718.9999], [0. 0.], [1278.9998    0.    ], [1278.9998  718.9999]
43730209000, [0.00012207 0.        ], [980.   0.], [980.     718.9999], [1.2207031e-04 7.1899988e+02]
43797435000, [40.  0.], [881.   0.], [881. 719.], [ 40. 719.]
43865658000, [-2.2013028e-14  0.0000000e+00], [980.   0.], [980. 719.], [  0. 719.]
43969979000, [0.00012207 0.        ], [980.   0.], [980.     718.9999], [1.2207031e-04 7.1899988e+02]
44033698000, [-2.2013028e-14  0.0000000e+00], [977.   0.], [977. 719.], [  0. 719.]
44128361000, [-2.2013028e-14  0.0000000e+00], [643.   0.], [643. 719.], [  0. 719.]
44228893000, [109. 719.], [109. 584.], [297. 584.], [297. 719.]
44299185000, [513.83813  80.39566], [1082.1985   -123.446686], [1367.7773  672.8141], [799.417  876.6565]
44401929000, [436.90216 122.95303], [ 775.6581  -110.30232], [1273.3408  612.4806], [934.58484 845.7359 ]
44466454000, [393.95605 625.58636], [395.      468.99332], [462.00372 469.44   ], [460.95978 626.0331 ]
44567787000, [210.65503 311.1252 ], [531.15576  -26.633286], [742.6456  174.05048], [422.1449  511.80896]
44630585000, [300.80017 130.33841], [761.7755     -0.7894974], [824.7418  220.56616], [363.76648 351.69406]
44732809000, [294.30347 375.02353], [427.20422   46.533012], [553.7304   97.72302], [420.82965 426.21353]
44801457000, [259.0547  111.05319], [490.9641  103.84573], [509.09656 687.2821 ], [277.18713 694.4895 ]
44866869000, [248.8428  384.56708], [263.4479   73.80173], [808.31494  99.40903], [793.70984 410.17438]
44968375000, [119.86701 717.66943], [127.393135 558.54565 ], [314.07013 567.375  ], [306.544  726.4988]
45030787000, [80.  0.], [794.   0.], [794. 719.], [ 80. 719.]
45133200000, [204.10617 601.59296], [285.08304 579.70734], [305.90674 656.75494], [224.92987 678.64056]
45197489000, [-13.13817   60.625885], [896.8586    42.466217], [910.00006 701.     ], [3.2958984e-03 7.1915967e+02]
